O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Not Relevant	Date	Domain Source
53-5021.00	2.A.1.a	Reading Comprehension	LV	3.12	8	0.23	2.68	3.57	N	N	08/2022	Analyst
53-5021.00	2.A.1.b	Active Listening	IM	3.38	8	0.18	3.02	3.73	N	n/a	08/2022	Analyst
53-5021.00	2.A.1.b	Active Listening	LV	3.38	8	0.18	3.02	3.73	N	N	08/2022	Analyst
53-5021.00	2.A.1.c	Writing	IM	3.12	8	0.13	2.88	3.37	N	n/a	08/2022	Analyst
53-5021.00	2.A.1.c	Writing	LV	3.12	8	0.23	2.68	3.57	N	N	08/2022	Analyst
53-5021.00	2.A.1.d	Speaking	IM	3.50	8	0.19	3.13	3.87	N	n/a	08/2022	Analyst
53-5021.00	2.A.1.d	Speaking	LV	3.38	8	0.18	3.02	3.73	N	N	08/2022	Analyst
53-5021.00	2.A.1.e	Mathematics	IM	2.38	8	0.26	1.86	2.89	N	n/a	08/2022	Analyst
53-5021.00	2.A.1.e	Mathematics	LV	2.38	8	0.38	1.64	3.11	N	N	08/2022	Analyst
53-5021.00	2.A.1.f	Science	IM	1.88	8	0.13	1.63	2.12	N	n/a	08/2022	Analyst
53-5021.00	2.A.1.f	Science	LV	1.50	8	0.33	0.86	2.14	N	N	08/2022	Analyst
53-5021.00	2.A.2.a	Critical Thinking	IM	3.38	8	0.18	3.02	3.73	N	n/a	08/2022	Analyst
53-5021.00	2.A.2.a	Critical Thinking	LV	3.25	8	0.25	2.76	3.74	N	N	08/2022	Analyst
53-5021.00	2.A.2.b	Active Learning	IM	3.12	8	0.23	2.68	3.57	N	n/a	08/2022	Analyst
53-5021.00	2.A.2.b	Active Learning	LV	3.38	8	0.26	2.86	3.89	N	N	08/2022	Analyst
53-5021.00	2.A.2.c	Learning Strategies	IM	2.88	8	0.23	2.43	3.32	N	n/a	08/2022	Analyst
53-5021.00	2.A.2.c	Learning Strategies	LV	3.00	8	0.33	2.36	3.64	N	N	08/2022	Analyst
53-5021.00	2.A.2.d	Monitoring	IM	3.50	8	0.19	3.13	3.87	N	n/a	08/2022	Analyst
53-5021.00	2.A.2.d	Monitoring	LV	3.38	8	0.18	3.02	3.73	N	N	08/2022	Analyst
53-5021.00	2.B.1.a	Social Perceptiveness	IM	3.12	8	0.13	2.88	3.37	N	n/a	08/2022	Analyst
53-5021.00	2.B.1.a	Social Perceptiveness	LV	3.00	8	0.33	2.36	3.64	N	N	08/2022	Analyst
53-5021.00	2.B.1.b	Coordination	IM	3.25	8	0.16	2.93	3.57	N	n/a	08/2022	Analyst
53-5021.00	2.B.1.b	Coordination	LV	3.75	8	0.25	3.26	4.24	N	N	08/2022	Analyst
53-5021.00	2.B.1.c	Persuasion	IM	3.00	8	0.00	3.00	3.00	N	n/a	08/2022	Analyst
53-5021.00	2.B.1.c	Persuasion	LV	2.75	8	0.31	2.14	3.36	N	N	08/2022	Analyst
53-5021.00	2.B.1.d	Negotiation	IM	2.88	8	0.13	2.63	3.12	N	n/a	08/2022	Analyst
53-5021.00	2.B.1.d	Negotiation	LV	2.62	8	0.32	1.99	3.26	N	N	08/2022	Analyst
53-5021.00	2.B.1.e	Instructing	IM	3.12	8	0.23	2.68	3.57	N	n/a	08/2022	Analyst
53-5021.00	2.B.1.e	Instructing	LV	3.00	8	0.19	2.63	3.37	N	N	08/2022	Analyst
53-5021.00	2.B.1.f	Service Orientation	IM	2.88	8	0.13	2.63	3.12	N	n/a	08/2022	Analyst
53-5021.00	2.B.1.f	Service Orientation	LV	2.88	8	0.35	2.19	3.56	N	N	08/2022	Analyst
53-5021.00	2.B.2.i	Complex Problem Solving	IM	3.25	8	0.16	2.93	3.57	N	n/a	08/2022	Analyst
53-5021.00	2.B.2.i	Complex Problem Solving	LV	3.12	8	0.13	2.88	3.37	N	N	08/2022	Analyst
53-5021.00	2.B.3.a	Operations Analysis	IM	1.62	8	0.26	1.11	2.14	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.a	Operations Analysis	LV	1.12	8	0.48	0.19	2.06	N	N	08/2022	Analyst
53-5021.00	2.B.3.b	Technology Design	IM	2.12	8	0.23	1.68	2.57	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.b	Technology Design	LV	1.62	8	0.38	0.89	2.36	N	N	08/2022	Analyst
53-5021.00	2.B.3.c	Equipment Selection	IM	2.62	8	0.18	2.27	2.98	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.c	Equipment Selection	LV	2.62	8	0.18	2.27	2.98	N	N	08/2022	Analyst
53-5021.00	2.B.3.d	Installation	IM	1.38	8	0.26	1.00	1.89	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.d	Installation	LV	0.62	8	0.42	0.00	1.45	N	Y	08/2022	Analyst
53-5021.00	2.B.3.e	Programming	IM	1.88	8	0.23	1.43	2.32	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.e	Programming	LV	1.12	8	0.35	0.44	1.81	N	N	08/2022	Analyst
53-5021.00	2.B.3.g	Operations Monitoring	IM	3.38	8	0.26	2.86	3.89	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.g	Operations Monitoring	LV	3.62	8	0.26	3.11	4.14	N	N	08/2022	Analyst
53-5021.00	2.B.3.h	Operation and Control	IM	3.62	8	0.26	3.11	4.14	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.h	Operation and Control	LV	4.00	8	0.27	3.48	4.52	N	N	08/2022	Analyst
53-5021.00	2.B.3.j	Equipment Maintenance	IM	3.12	8	0.23	2.68	3.57	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.j	Equipment Maintenance	LV	3.25	8	0.37	2.53	3.97	N	N	08/2022	Analyst
53-5021.00	2.B.3.k	Troubleshooting	IM	2.88	8	0.23	2.43	3.32	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.k	Troubleshooting	LV	2.75	8	0.25	2.26	3.24	N	N	08/2022	Analyst
53-5021.00	2.B.3.l	Repairing	IM	3.00	8	0.27	2.48	3.52	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.l	Repairing	LV	3.00	8	0.27	2.48	3.52	N	N	08/2022	Analyst
53-5021.00	2.B.3.m	Quality Control Analysis	IM	3.12	8	0.13	2.88	3.37	N	n/a	08/2022	Analyst
53-5021.00	2.B.3.m	Quality Control Analysis	LV	3.00	8	0.27	2.48	3.52	N	N	08/2022	Analyst
53-5021.00	2.B.4.e	Judgment and Decision Making	IM	3.38	8	0.26	2.86	3.89	N	n/a	08/2022	Analyst
53-5021.00	2.B.4.e	Judgment and Decision Making	LV	3.50	8	0.19	3.13	3.87	N	N	08/2022	Analyst
53-5021.00	2.B.4.g	Systems Analysis	IM	2.75	8	0.25	2.26	3.24	N	n/a	08/2022	Analyst
53-5021.00	2.B.4.g	Systems Analysis	LV	3.00	8	0.19	2.63	3.37	N	N	08/2022	Analyst
53-5021.00	2.B.4.h	Systems Evaluation	IM	2.50	8	0.19	2.13	2.87	N	n/a	08/2022	Analyst
53-5021.00	2.B.4.h	Systems Evaluation	LV	2.62	8	0.18	2.27	2.98	N	N	08/2022	Analyst
53-5021.00	2.B.5.a	Time Management	IM	3.12	8	0.13	2.88	3.37	N	n/a	08/2022	Analyst
53-5021.00	2.B.5.a	Time Management	LV	3.62	8	0.18	3.27	3.98	N	N	08/2022	Analyst
53-5021.00	2.B.5.b	Management of Financial Resources	IM	2.50	8	0.19	2.13	2.87	N	n/a	08/2022	Analyst
53-5021.00	2.B.5.b	Management of Financial Resources	LV	2.38	8	0.32	1.74	3.01	N	N	08/2022	Analyst
53-5021.00	2.B.5.c	Management of Material Resources	IM	2.75	8	0.31	2.14	3.36	N	n/a	08/2022	Analyst
53-5021.00	2.B.5.c	Management of Material Resources	LV	2.88	8	0.23	2.43	3.32	N	N	08/2022	Analyst
53-5021.00	2.B.5.d	Management of Personnel Resources	IM	3.25	8	0.16	2.93	3.57	N	n/a	08/2022	Analyst
53-5021.00	2.B.5.d	Management of Personnel Resources	LV	3.62	8	0.18	3.27	3.98	N	N	08/2022	Analyst
53-5022.00	2.A.1.a	Reading Comprehension	IM	2.62	8	0.18	2.27	2.98	N	n/a	06/2010	Analyst
53-5022.00	2.A.1.a	Reading Comprehension	LV	2.75	8	0.25	2.26	3.24	N	N	06/2010	Analyst
53-5022.00	2.A.1.b	Active Listening	IM	3.38	8	0.18	3.02	3.73	N	n/a	06/2010	Analyst
53-5022.00	2.A.1.b	Active Listening	LV	2.75	8	0.16	2.43	3.07	N	N	06/2010	Analyst
53-5022.00	2.A.1.c	Writing	IM	2.50	8	0.19	2.13	2.87	N	n/a	06/2010	Analyst
53-5022.00	2.A.1.c	Writing	LV	2.62	8	0.18	2.27	2.98	N	N	06/2010	Analyst
53-5022.00	2.A.1.d	Speaking	IM	3.50	8	0.19	3.13	3.87	N	n/a	06/2010	Analyst
53-5022.00	2.A.1.d	Speaking	LV	2.88	8	0.30	2.30	3.45	N	N	06/2010	Analyst
53-5022.00	2.A.1.e	Mathematics	IM	2.38	8	0.18	2.02	2.73	N	n/a	06/2010	Analyst
53-5022.00	2.A.1.e	Mathematics	LV	2.00	8	0.27	1.48	2.52	N	N	06/2010	Analyst
53-5022.00	2.A.1.f	Science	IM	1.75	8	0.16	1.43	2.07	N	n/a	06/2010	Analyst
53-5022.00	2.A.1.f	Science	LV	1.38	8	0.32	0.74	2.01	N	N	06/2010	Analyst
53-5022.00	2.A.2.a	Critical Thinking	IM	3.25	8	0.16	2.93	3.57	N	n/a	06/2010	Analyst
53-5022.00	2.A.2.a	Critical Thinking	LV	3.38	8	0.18	3.02	3.73	N	N	06/2010	Analyst
53-5022.00	2.A.2.b	Active Learning	IM	3.00	8	0.19	2.63	3.37	N	n/a	06/2010	Analyst
53-5022.00	2.A.2.b	Active Learning	LV	2.75	8	0.16	2.43	3.07	N	N	06/2010	Analyst
53-5022.00	2.A.2.c	Learning Strategies	IM	2.50	8	0.19	2.13	2.87	N	n/a	06/2010	Analyst
53-5022.00	2.A.2.c	Learning Strategies	LV	2.75	8	0.16	2.43	3.07	N	N	06/2010	Analyst
53-5022.00	2.A.2.d	Monitoring	IM	3.25	8	0.16	2.93	3.57	N	n/a	06/2010	Analyst
53-5022.00	2.A.2.d	Monitoring	LV	3.38	8	0.18	3.02	3.73	N	N	06/2010	Analyst
53-5022.00	2.B.1.a	Social Perceptiveness	IM	3.12	8	0.13	2.88	3.37	N	n/a	06/2010	Analyst
53-5022.00	2.B.1.a	Social Perceptiveness	LV	2.88	8	0.30	2.30	3.45	N	N	06/2010	Analyst
53-5022.00	2.B.1.b	Coordination	IM	3.00	8	0.00	3.00	3.00	N	n/a	06/2010	Analyst
53-5022.00	2.B.1.b	Coordination	LV	3.12	8	0.23	2.68	3.57	N	N	06/2010	Analyst
53-5022.00	2.B.1.c	Persuasion	IM	2.38	8	0.26	1.86	2.89	N	n/a	06/2010	Analyst
53-5022.00	2.B.1.c	Persuasion	LV	2.25	8	0.41	1.44	3.06	N	N	06/2010	Analyst
53-5022.00	2.B.1.d	Negotiation	IM	2.50	8	0.19	2.13	2.87	N	n/a	06/2010	Analyst
53-5022.00	2.B.1.d	Negotiation	LV	2.38	8	0.18	2.02	2.73	N	N	06/2010	Analyst
53-5022.00	2.B.1.e	Instructing	IM	2.75	8	0.16	2.43	3.07	N	n/a	06/2010	Analyst
53-5022.00	2.B.1.e	Instructing	LV	2.75	8	0.25	2.26	3.24	N	N	06/2010	Analyst
53-5022.00	2.B.1.f	Service Orientation	IM	3.12	8	0.13	2.88	3.37	N	n/a	06/2010	Analyst
53-5022.00	2.B.1.f	Service Orientation	LV	2.88	8	0.23	2.43	3.32	N	N	06/2010	Analyst
53-5022.00	2.B.2.i	Complex Problem Solving	IM	3.12	8	0.13	2.88	3.37	N	n/a	06/2010	Analyst
53-5022.00	2.B.2.i	Complex Problem Solving	LV	3.00	8	0.19	2.63	3.37	N	N	06/2010	Analyst
53-5022.00	2.B.3.a	Operations Analysis	IM	1.75	8	0.25	1.26	2.24	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.a	Operations Analysis	LV	1.25	8	0.41	0.44	2.06	N	N	06/2010	Analyst
53-5022.00	2.B.3.b	Technology Design	IM	1.75	8	0.25	1.26	2.24	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.b	Technology Design	LV	1.12	8	0.35	0.44	1.81	N	N	06/2010	Analyst
53-5022.00	2.B.3.c	Equipment Selection	IM	2.75	8	0.25	2.26	3.24	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.c	Equipment Selection	LV	2.50	8	0.27	1.98	3.02	N	N	06/2010	Analyst
53-5022.00	2.B.3.d	Installation	IM	1.00	8	0.00	1.00	1.00	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.d	Installation	LV	0.00	8	0.00	0.00	0.00	N	Y	06/2010	Analyst
53-5022.00	2.B.3.e	Programming	IM	1.00	8	0.00	1.00	1.00	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.e	Programming	LV	0.00	8	0.00	0.00	0.00	N	Y	06/2010	Analyst
53-5022.00	2.B.3.g	Operations Monitoring	IM	3.75	8	0.25	3.26	4.24	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.g	Operations Monitoring	LV	3.50	8	0.33	2.86	4.14	N	N	06/2010	Analyst
53-5022.00	2.B.3.h	Operation and Control	IM	3.88	8	0.23	3.43	4.32	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.h	Operation and Control	LV	3.75	8	0.31	3.14	4.36	N	N	06/2010	Analyst
53-5022.00	2.B.3.j	Equipment Maintenance	IM	3.25	8	0.16	2.93	3.57	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.j	Equipment Maintenance	LV	2.75	8	0.25	2.26	3.24	N	N	06/2010	Analyst
53-5022.00	2.B.3.k	Troubleshooting	IM	3.12	8	0.23	2.68	3.57	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.k	Troubleshooting	LV	2.62	8	0.26	2.11	3.14	N	N	06/2010	Analyst
53-5022.00	2.B.3.l	Repairing	IM	2.88	8	0.23	2.43	3.32	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.l	Repairing	LV	2.75	8	0.25	2.26	3.24	N	N	06/2010	Analyst
53-5022.00	2.B.3.m	Quality Control Analysis	IM	3.12	8	0.30	2.55	3.70	N	n/a	06/2010	Analyst
53-5022.00	2.B.3.m	Quality Control Analysis	LV	3.00	8	0.27	2.48	3.52	N	N	06/2010	Analyst
53-5022.00	2.B.4.e	Judgment and Decision Making	IM	3.38	8	0.18	3.02	3.73	N	n/a	06/2010	Analyst
53-5022.00	2.B.4.e	Judgment and Decision Making	LV	3.12	8	0.13	2.88	3.37	N	N	06/2010	Analyst
53-5022.00	2.B.4.g	Systems Analysis	IM	2.50	8	0.19	2.13	2.87	N	n/a	06/2010	Analyst
53-5022.00	2.B.4.g	Systems Analysis	LV	2.12	8	0.23	1.68	2.57	N	N	06/2010	Analyst
53-5022.00	2.B.4.h	Systems Evaluation	IM	2.50	8	0.19	2.13	2.87	N	n/a	06/2010	Analyst
53-5022.00	2.B.4.h	Systems Evaluation	LV	2.12	8	0.23	1.68	2.57	N	N	06/2010	Analyst
53-5022.00	2.B.5.a	Time Management	IM	2.75	8	0.16	2.43	3.07	N	n/a	06/2010	Analyst
53-5022.00	2.B.5.a	Time Management	LV	2.88	8	0.23	2.43	3.32	N	N	06/2010	Analyst
53-5022.00	2.B.5.b	Management of Financial Resources	IM	1.88	8	0.23	1.43	2.32	N	n/a	06/2010	Analyst
53-5022.00	2.B.5.b	Management of Financial Resources	LV	1.12	8	0.35	0.44	1.81	N	N	06/2010	Analyst
53-5022.00	2.B.5.c	Management of Material Resources	IM	2.00	8	0.19	1.63	2.37	N	n/a	06/2010	Analyst
53-5022.00	2.B.5.c	Management of Material Resources	LV	1.25	8	0.25	0.76	1.74	N	N	06/2010	Analyst
53-5022.00	2.B.5.d	Management of Personnel Resources	IM	3.00	8	0.00	3.00	3.00	N	n/a	06/2010	Analyst
53-5022.00	2.B.5.d	Management of Personnel Resources	LV	2.88	8	0.13	2.63	3.12	N	N	06/2010	Analyst
53-5031.00	2.A.1.a	Reading Comprehension	IM	3.25	8	0.16	2.93	3.57	N	n/a	07/2016	Analyst
53-5031.00	2.A.1.a	Reading Comprehension	LV	3.38	8	0.18	3.02	3.73	N	N	07/2016	Analyst
53-5031.00	2.A.1.b	Active Listening	IM	3.50	8	0.19	3.13	3.87	N	n/a	07/2016	Analyst
53-5031.00	2.A.1.b	Active Listening	LV	3.50	8	0.19	3.13	3.87	N	N	07/2016	Analyst
53-5031.00	2.A.1.c	Writing	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2016	Analyst
53-5031.00	2.A.1.c	Writing	LV	2.88	8	0.13	2.63	3.12	N	N	07/2016	Analyst
53-5031.00	2.A.1.d	Speaking	IM	3.50	8	0.19	3.13	3.87	N	n/a	07/2016	Analyst
53-5031.00	2.A.1.d	Speaking	LV	3.12	8	0.13	2.88	3.37	N	N	07/2016	Analyst
53-5031.00	2.A.1.e	Mathematics	IM	2.12	8	0.13	1.88	2.37	N	n/a	07/2016	Analyst
53-5031.00	2.A.1.e	Mathematics	LV	2.38	8	0.26	1.86	2.89	N	N	07/2016	Analyst
53-5031.00	2.A.1.f	Science	IM	2.50	8	0.19	2.13	2.87	N	n/a	07/2016	Analyst
53-5031.00	2.A.1.f	Science	LV	2.50	8	0.19	2.13	2.87	N	N	07/2016	Analyst
53-5031.00	2.A.2.a	Critical Thinking	IM	3.88	8	0.13	3.63	4.12	N	n/a	07/2016	Analyst
53-5031.00	2.A.2.a	Critical Thinking	LV	3.75	8	0.16	3.43	4.07	N	N	07/2016	Analyst
53-5031.00	2.A.2.b	Active Learning	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2016	Analyst
53-5031.00	2.A.2.b	Active Learning	LV	3.12	8	0.13	2.88	3.37	N	N	07/2016	Analyst
53-5031.00	2.A.2.c	Learning Strategies	IM	2.62	8	0.18	2.27	2.98	N	n/a	07/2016	Analyst
53-5031.00	2.A.2.c	Learning Strategies	LV	2.62	8	0.18	2.27	2.98	N	N	07/2016	Analyst
53-5031.00	2.A.2.d	Monitoring	IM	3.62	8	0.18	3.27	3.98	N	n/a	07/2016	Analyst
53-5031.00	2.A.2.d	Monitoring	LV	3.62	8	0.26	3.11	4.14	N	N	07/2016	Analyst
53-5031.00	2.B.1.a	Social Perceptiveness	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2016	Analyst
53-5031.00	2.B.1.a	Social Perceptiveness	LV	2.75	8	0.16	2.43	3.07	N	N	07/2016	Analyst
53-5031.00	2.B.1.b	Coordination	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2016	Analyst
53-5031.00	2.B.1.b	Coordination	LV	3.38	8	0.18	3.02	3.73	N	N	07/2016	Analyst
53-5031.00	2.B.1.c	Persuasion	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2016	Analyst
53-5031.00	2.B.1.c	Persuasion	LV	2.12	8	0.13	1.88	2.37	N	N	07/2016	Analyst
53-5031.00	2.B.1.d	Negotiation	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2016	Analyst
53-5031.00	2.B.1.d	Negotiation	LV	2.00	8	0.00	2.00	2.00	N	N	07/2016	Analyst
53-5031.00	2.B.1.e	Instructing	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2016	Analyst
53-5031.00	2.B.1.e	Instructing	LV	3.12	8	0.13	2.88	3.37	N	N	07/2016	Analyst
53-5031.00	2.B.1.f	Service Orientation	IM	2.62	8	0.18	2.27	2.98	N	n/a	07/2016	Analyst
53-5031.00	2.B.1.f	Service Orientation	LV	2.62	8	0.18	2.27	2.98	N	N	07/2016	Analyst
53-5031.00	2.B.2.i	Complex Problem Solving	IM	3.50	8	0.19	3.13	3.87	N	n/a	07/2016	Analyst
53-5031.00	2.B.2.i	Complex Problem Solving	LV	3.38	8	0.18	3.02	3.73	N	N	07/2016	Analyst
53-5031.00	2.B.3.a	Operations Analysis	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.a	Operations Analysis	LV	1.25	8	0.31	0.64	1.86	N	N	07/2016	Analyst
53-5031.00	2.B.3.b	Technology Design	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.b	Technology Design	LV	0.75	8	0.16	0.43	1.07	N	N	07/2016	Analyst
53-5031.00	2.B.3.c	Equipment Selection	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.c	Equipment Selection	LV	3.00	8	0.19	2.63	3.37	N	N	07/2016	Analyst
53-5031.00	2.B.3.d	Installation	IM	2.38	8	0.38	1.64	3.11	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.d	Installation	LV	2.12	8	0.58	0.99	3.26	Y	N	07/2016	Analyst
53-5031.00	2.B.3.e	Programming	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.e	Programming	LV	0.75	8	0.16	0.43	1.07	N	N	07/2016	Analyst
53-5031.00	2.B.3.g	Operations Monitoring	IM	3.88	8	0.13	3.63	4.12	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.g	Operations Monitoring	LV	3.75	8	0.16	3.43	4.07	N	N	07/2016	Analyst
53-5031.00	2.B.3.h	Operation and Control	IM	3.88	8	0.13	3.63	4.12	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.h	Operation and Control	LV	3.62	8	0.18	3.27	3.98	N	N	07/2016	Analyst
53-5031.00	2.B.3.j	Equipment Maintenance	IM	3.75	8	0.16	3.43	4.07	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.j	Equipment Maintenance	LV	3.62	8	0.18	3.27	3.98	N	N	07/2016	Analyst
53-5031.00	2.B.3.k	Troubleshooting	IM	3.75	8	0.16	3.43	4.07	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.k	Troubleshooting	LV	3.75	8	0.16	3.43	4.07	N	N	07/2016	Analyst
53-5031.00	2.B.3.l	Repairing	IM	3.62	8	0.18	3.27	3.98	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.l	Repairing	LV	3.75	8	0.16	3.43	4.07	N	N	07/2016	Analyst
53-5031.00	2.B.3.m	Quality Control Analysis	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2016	Analyst
53-5031.00	2.B.3.m	Quality Control Analysis	LV	3.25	8	0.16	2.93	3.57	N	N	07/2016	Analyst
53-5031.00	2.B.4.e	Judgment and Decision Making	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2016	Analyst
53-5031.00	2.B.4.e	Judgment and Decision Making	LV	3.25	8	0.16	2.93	3.57	N	N	07/2016	Analyst
53-5031.00	2.B.4.g	Systems Analysis	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2016	Analyst
53-5031.00	2.B.4.g	Systems Analysis	LV	3.00	8	0.00	3.00	3.00	N	N	07/2016	Analyst
53-5031.00	2.B.4.h	Systems Evaluation	IM	2.88	8	0.23	2.43	3.32	N	n/a	07/2016	Analyst
53-5031.00	2.B.4.h	Systems Evaluation	LV	2.88	8	0.23	2.43	3.32	N	N	07/2016	Analyst
53-5031.00	2.B.5.a	Time Management	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2016	Analyst
53-5031.00	2.B.5.a	Time Management	LV	3.38	8	0.18	3.02	3.73	N	N	07/2016	Analyst
53-5031.00	2.B.5.b	Management of Financial Resources	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2016	Analyst
53-5031.00	2.B.5.b	Management of Financial Resources	LV	0.88	8	0.23	0.43	1.32	N	N	07/2016	Analyst
53-5031.00	2.B.5.c	Management of Material Resources	IM	2.00	8	0.19	1.63	2.37	N	n/a	07/2016	Analyst
53-5031.00	2.B.5.c	Management of Material Resources	LV	1.50	8	0.33	0.86	2.14	N	N	07/2016	Analyst
53-5031.00	2.B.5.d	Management of Personnel Resources	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2016	Analyst
53-5031.00	2.B.5.d	Management of Personnel Resources	LV	3.25	8	0.25	2.76	3.74	N	N	07/2016	Analyst
53-6011.00	2.A.1.a	Reading Comprehension	IM	2.88	8	0.13	2.63	3.12	N	n/a	08/2020	Analyst
53-6011.00	2.A.1.a	Reading Comprehension	LV	2.38	8	0.18	2.02	2.73	N	N	08/2020	Analyst
53-6011.00	2.A.1.b	Active Listening	IM	3.00	8	0.00	3.00	3.00	N	n/a	08/2020	Analyst
53-6011.00	2.A.1.b	Active Listening	LV	2.75	8	0.16	2.43	3.07	N	N	08/2020	Analyst
53-6011.00	2.A.1.c	Writing	IM	2.88	8	0.13	2.63	3.12	N	n/a	08/2020	Analyst
53-6011.00	2.A.1.c	Writing	LV	2.88	8	0.13	2.63	3.12	N	N	08/2020	Analyst
53-6011.00	2.A.1.d	Speaking	IM	3.00	8	0.00	3.00	3.00	N	n/a	08/2020	Analyst
53-6011.00	2.A.1.d	Speaking	LV	2.88	8	0.13	2.63	3.12	N	N	08/2020	Analyst
53-6011.00	2.A.1.e	Mathematics	IM	2.00	8	0.00	2.00	2.00	N	n/a	08/2020	Analyst
53-6011.00	2.A.1.e	Mathematics	LV	1.88	8	0.13	1.63	2.12	N	N	08/2020	Analyst
53-6011.00	2.A.1.f	Science	IM	1.12	8	0.13	1.00	1.37	N	n/a	08/2020	Analyst
53-6011.00	2.A.1.f	Science	LV	0.25	8	0.25	0.00	0.74	N	Y	08/2020	Analyst
53-6011.00	2.A.2.a	Critical Thinking	IM	3.00	8	0.00	3.00	3.00	N	n/a	08/2020	Analyst
53-6011.00	2.A.2.a	Critical Thinking	LV	3.00	8	0.00	3.00	3.00	N	N	08/2020	Analyst
53-6011.00	2.A.2.b	Active Learning	IM	2.38	8	0.18	2.02	2.73	N	n/a	08/2020	Analyst
53-6011.00	2.A.2.b	Active Learning	LV	2.12	8	0.13	1.88	2.37	N	N	08/2020	Analyst
53-6011.00	2.A.2.c	Learning Strategies	IM	2.50	8	0.19	2.13	2.87	N	n/a	08/2020	Analyst
53-6011.00	2.A.2.c	Learning Strategies	LV	2.12	8	0.13	1.88	2.37	N	N	08/2020	Analyst
53-6011.00	2.A.2.d	Monitoring	IM	3.25	8	0.16	2.93	3.57	N	n/a	08/2020	Analyst
53-6011.00	2.A.2.d	Monitoring	LV	3.00	8	0.00	3.00	3.00	N	N	08/2020	Analyst
53-6011.00	2.B.1.a	Social Perceptiveness	IM	2.62	8	0.18	2.27	2.98	N	n/a	08/2020	Analyst
53-6011.00	2.B.1.a	Social Perceptiveness	LV	2.25	8	0.16	1.93	2.57	N	N	08/2020	Analyst
53-6011.00	2.B.1.b	Coordination	IM	3.00	8	0.00	3.00	3.00	N	n/a	08/2020	Analyst
53-6011.00	2.B.1.b	Coordination	LV	3.00	8	0.00	3.00	3.00	N	N	08/2020	Analyst
53-6011.00	2.B.1.c	Persuasion	IM	2.62	8	0.18	2.27	2.98	N	n/a	08/2020	Analyst
53-6011.00	2.B.1.c	Persuasion	LV	2.25	8	0.16	1.93	2.57	N	N	08/2020	Analyst
53-6011.00	2.B.1.d	Negotiation	IM	2.50	8	0.19	2.13	2.87	N	n/a	08/2020	Analyst
53-6011.00	2.B.1.d	Negotiation	LV	2.12	8	0.13	1.88	2.37	N	N	08/2020	Analyst
53-6011.00	2.B.1.e	Instructing	IM	2.75	8	0.16	2.43	3.07	N	n/a	08/2020	Analyst
53-6011.00	2.B.1.e	Instructing	LV	2.62	8	0.18	2.27	2.98	N	N	08/2020	Analyst
